date,country,channel,device,product_category,users,sessions,product_views,add_to_cart,begin_checkout,purchases,revenue,ad_spend
2026-01-17,Switzerland,Social Media,Mobile,Bracelets,298,410,192,31,14,5,391.22,93.6
2026-01-17,Germany,Social Media,Tablet,Rings,86,115,84,16,7,2,366.81,57.32
2026-01-17,Germany,Direct,Desktop,Earrings,149,189,91,11,5,2,150.81,0.0
2026-01-17,Switzerland,Direct,Mobile,Necklaces,342,404,261,53,33,16,1493.3,0.0
2026-01-17,Austria,Direct,Tablet,Rings,75,89,69,14,7,4,584.79,0.0
2026-01-17,Germany,Referral,Desktop,Watches,94,107,84,9,5,2,488.78,0.0
2026-01-17,Germany,Referral,Mobile,Earrings,128,154,121,23,14,6,358.68,0.0
2026-01-17,Germany,Referral,Tablet,Earrings,55,73,34,3,1,0,0.0,0.0
2026-01-18,Germany,Organic Search,Desktop,Necklaces,321,408,261,24,14,7,670.29,0.0
2026-01-18,Switzerland,Organic Search,Mobile,Necklaces,384,497,279,59,27,12,1261.06,0.0
2026-01-18,Germany,Organic Search,Tablet,Bracelets,185,237,188,38,25,12,1184.64,0.0
2026-01-18,Germany,Paid Search,Desktop,Watches,210,289,163,35,20,9,2140.79,173.02
2026-01-18,Germany,Paid Search,Mobile,Earrings,429,493,248,32,18,7,450.74,228.19
2026-01-18,Switzerland,Paid Search,Tablet,Earrings,116,139,110,16,7,3,244.27,80.97
2026-01-18,Switzerland,Email,Desktop,Watches,123,140,81,11,5,2,460.89,4.07
2026-01-18,Switzerland,Email,Mobile,Necklaces,183,218,104,13,7,4,396.63,15.36
2026-01-18,Switzerland,Email,Tablet,Bracelets,21,25,15,3,1,0,0.0,1.28
2026-01-18,Austria,Social Media,Desktop,Necklaces,245,291,194,18,12,4,430.53,65.97
2026-01-18,Austria,Social Media,Mobile,Rings,318,421,310,31,19,7,1104.13,137.68
2026-01-18,Germany,Social Media,Tablet,Bracelets,113,130,82,17,7,2,191.01,28.81
2026-01-18,Austria,Direct,Desktop,Bracelets,208,243,189,39,24,11,1082.77,0.0
2026-01-18,Switzerland,Direct,Mobile,Necklaces,258,337,228,36,21,10,1013.07,0.0
2026-01-18,Austria,Direct,Tablet,Rings,70,80,45,5,3,1,154.92,0.0
2026-01-18,Switzerland,Referral,Desktop,Necklaces,76,98,73,14,9,4,362.96,0.0
2026-01-18,Austria,Referral,Mobile,Earrings,67,88,52,8,4,1,78.11,0.0
2026-01-18,Germany,Referral,Tablet,Bracelets,55,64,40,4,2,0,0.0,0.0
2026-01-19,Austria,Organic Search,Desktop,Watches,310,410,192,16,7,3,646.09,0.0
2026-01-19,Austria,Organic Search,Mobile,Earrings,476,588,395,38,17,8,510.81,0.0
2026-01-19,Switzerland,Organic Search,Tablet,Rings,89,119,90,16,10,4,580.49,0.0
2026-01-19,Switzerland,Paid Search,Desktop,Bracelets,264,307,161,17,8,3,218.54,257.93
2026-01-19,Austria,Paid Search,Mobile,Watches,440,526,347,28,14,7,1537.43,335.71
2026-01-19,Austria,Paid Search,Tablet,Rings,104,130,68,8,4,1,136.41,123.46
2026-01-19,Switzerland,Email,Desktop,Watches,90,118,81,11,6,3,621.32,7.39
2026-01-19,Switzerland,Email,Mobile,Earrings,160,207,104,19,13,7,529.78,12.59
2026-01-19,Switzerland,Email,Tablet,Necklaces,79,103,79,10,6,3,276.48,6.47
2026-01-19,Germany,Social Media,Desktop,Bracelets,225,276,200,41,26,10,776.39,59.65
2026-01-19,Austria,Social Media,Mobile,Watches,304,371,285,60,43,17,3471.34,186.4
2026-01-19,Switzerland,Social Media,Tablet,Rings,41,48,27,3,1,0,0.0,19.0
2026-01-19,Austria,Direct,Desktop,Necklaces,228,282,212,28,15,6,682.47,0.0
2026-01-19,Switzerland,Direct,Mobile,Rings,262,331,214,44,25,12,1959.65,0.0
2026-01-19,Germany,Direct,Tablet,Earrings,83,114,69,7,4,2,157.48,0.0
2026-01-19,Switzerland,Referral,Desktop,Rings,78,105,63,8,4,1,165.89,0.0
2026-01-19,Austria,Referral,Mobile,Necklaces,112,145,107,11,7,3,311.43,0.0
2026-01-19,Austria,Referral,Tablet,Watches,35,46,22,3,1,0,0.0,0.0
2026-01-20,Austria,Organic Search,Desktop,Necklaces,289,371,282,61,33,17,1465.95,0.0
2026-01-20,Switzerland,Organic Search,Mobile,Necklaces,345,478,252,54,27,11,933.3,0.0
2026-01-20,Germany,Organic Search,Tablet,Rings,123,141,76,11,5,2,277.4,0.0
2026-01-20,Switzerland,Paid Search,Desktop,Watches,251,316,184,28,16,6,1316.44,158.15
2026-01-20,Austria,Paid Search,Mobile,Rings,330,444,328,31,20,8,1310.99,335.0
2026-01-20,Austria,Paid Search,Tablet,Earrings,150,173,136,17,9,3,245.41,137.38
2026-01-20,Austria,Email,Desktop,Bracelets,134,160,122,24,15,7,521.38,10.15
2026-01-20,Switzerland,Email,Mobile,Rings,189,227,138,29,15,7,1286.08,9.45
2026-01-20,Switzerland,Email,Tablet,Watches,29,40,28,2,1,0,0.0,1.85
2026-01-20,Austria,Social Media,Desktop,Earrings,247,322,227,30,16,5,330.8,103.91
2026-01-20,Switzerland,Social Media,Mobile,Rings,336,390,190,33,15,6,955.79,155.45
2026-01-20,Austria,Social Media,Tablet,Earrings,47,56,28,3,1,0,0.0,12.42
2026-01-20,Switzerland,Direct,Desktop,Necklaces,170,204,92,18,10,5,566.33,0.0
2026-01-20,Switzerland,Direct,Mobile,Earrings,266,304,192,33,20,10,679.71,0.0
2026-01-20,Germany,Direct,Tablet,Earrings,61,71,54,8,3,1,80.37,0.0
2026-01-20,Austria,Referral,Desktop,Bracelets,67,92,57,6,4,1,91.39,0.0
2026-01-20,Austria,Referral,Mobile,Rings,123,155,100,9,5,2,283.5,0.0
2026-01-20,Switzerland,Referral,Tablet,Bracelets,21,29,18,3,2,0,0.0,0.0
2026-01-21,Switzerland,Organic Search,Desktop,Bracelets,264,337,158,17,9,4,345.3,0.0
2026-01-21,Austria,Organic Search,Mobile,Watches,352,449,273,25,16,6,1375.03,0.0
2026-01-21,Austria,Organic Search,Tablet,Necklaces,107,143,71,12,7,3,260.96,0.0
2026-01-21,Austria,Paid Search,Desktop,Bracelets,237,313,231,24,13,6,455.49,280.41
2026-01-21,Germany,Paid Search,Mobile,Earrings,299,402,251,38,17,8,657.18,337.9
2026-01-21,Switzerland,Paid Search,Tablet,Watches,43,52,26,5,2,0,0.0,33.4
2026-01-21,Austria,Email,Desktop,Bracelets,163,213,167,36,21,10,930.75,13.82
2026-01-21,Switzerland,Email,Mobile,Necklaces,169,195,125,15,10,5,438.61,12.26
2026-01-21,Switzerland,Email,Tablet,Rings,29,33,22,4,2,1,178.6,1.77
2026-01-21,Germany,Social Media,Desktop,Earrings,257,313,213,29,19,7,555.12,116.88
2026-01-21,Switzerland,Social Media,Mobile,Rings,267,366,198,37,27,10,1746.73,105.85
2026-01-21,Switzerland,Social Media,Tablet,Bracelets,81,112,82,7,4,1,83.82,41.33
2026-01-21,Austria,Direct,Desktop,Rings,180,203,118,25,18,8,1093.81,0.0
2026-01-21,Switzerland,Direct,Mobile,Bracelets,264,350,263,52,30,14,1239.17,0.0
2026-01-21,Austria,Direct,Tablet,Rings,76,102,61,13,6,3,471.37,0.0
2026-01-21,Austria,Referral,Desktop,Necklaces,124,161,87,8,5,1,82.08,0.0
2026-01-21,Germany,Referral,Mobile,Watches,83,100,74,9,6,2,454.91,0.0
2026-01-21,Switzerland,Referral,Tablet,Necklaces,16,20,14,1,0,0,0.0,0.0
2026-01-22,Austria,Organic Search,Desktop,Rings,274,361,257,39,29,15,2601.91,0.0
2026-01-22,Germany,Organic Search,Mobile,Earrings,422,553,373,77,40,17,1392.99,0.0
2026-01-22,Switzerland,Organic Search,Tablet,Earrings,87,114,87,16,8,4,242.3,0.0
2026-01-22,Switzerland,Paid Search,Desktop,Bracelets,265,352,221,47,23,11,797.15,169.92
2026-01-22,Austria,Paid Search,Mobile,Rings,365,433,321,34,23,11,1956.08,228.14
2026-01-22,Austria,Paid Search,Tablet,Bracelets,91,108,50,4,2,0,0.0,97.79
2026-01-22,Switzerland,Email,Desktop,Rings,98,124,56,9,5,2,356.67,6.84
2026-01-22,Austria,Email,Mobile,Rings,223,256,147,22,11,6,910.59,19.35
2026-01-22,Switzerland,Email,Tablet,Watches,17,22,14,1,0,0,0.0,0.63
2026-01-22,Germany,Social Media,Desktop,Bracelets,264,301,237,47,30,12,1179.29,69.92
2026-01-22,Switzerland,Social Media,Mobile,Necklaces,344,422,329,40,26,10,944.71,176.82
2026-01-22,Switzerland,Social Media,Tablet,Rings,79,106,54,8,4,1,183.68,55.65
2026-01-22,Switzerland,Direct,Desktop,Watches,133,173,81,7,4,2,393.75,0.0
2026-01-22,Switzerland,Direct,Mobile,Bracelets,236,310,170,15,7,3,275.6,0.0
2026-01-22,Austria,Direct,Tablet,Earrings,34,44,24,3,1,0,0.0,0.0
2026-01-22,Germany,Referral,Desktop,Earrings,63,85,60,12,7,2,146.03,0.0
2026-01-22,Switzerland,Referral,Mobile,Rings,108,141,104,21,10,4,743.83,0.0
2026-01-22,Switzerland,Referral,Tablet,Bracelets,25,30,22,3,2,0,0.0,0.0
2026-01-23,Austria,Organic Search,Desktop,Bracelets,294,375,198,37,24,11,961.78,0.0
2026-01-23,Germany,Organic Search,Mobile,Bracelets,482,614,278,31,22,12,917.11,0.0
2026-01-23,Austria,Organic Search,Tablet,Earrings,171,205,161,29,17,8,521.42,0.0
2026-01-23,Switzerland,Paid Search,Desktop,Earrings,353,449,208,22,15,6,486.59,211.01
2026-01-23,Switzerland,Paid Search,Mobile,Earrings,400,492,364,71,37,17,1283.76,311.26
2026-01-23,Austria,Paid Search,Tablet,Watches,170,193,92,10,7,3,749.78,120.15
2026-01-23,Germany,Email,Desktop,Necklaces,166,189,114,12,7,3,257.95,10.61
2026-01-23,Austria,Email,Mobile,Necklaces,214,256,152,19,9,5,501.97,15.06
2026-01-23,Austria,Email,Tablet,Necklaces,67,82,41,6,2,1,89.34,2.53
2026-01-23,Austria,Social Media,Desktop,Rings,257,311,201,16,10,3,444.39,125.77
2026-01-23,Austria,Social Media,Mobile,Watches,386,445,293,56,38,13,2598.89,192.98
2026-01-23,Switzerland,Social Media,Tablet,Bracelets,86,104,49,6,2,0,0.0,50.52
2026-01-23,Switzerland,Direct,Desktop,Necklaces,233,281,130,24,14,6,664.45,0.0
2026-01-23,Austria,Direct,Mobile,Rings,318,367,280,52,33,17,2976.16,0.0
2026-01-23,Austria,Direct,Tablet,Rings,89,104,60,9,6,3,479.48,0.0
2026-01-23,Switzerland,Referral,Desktop,Watches,149,186,98,19,10,4,806.22,0.0
2026-01-23,Austria,Referral,Mobile,Watches,140,172,108,14,7,3,585.62,0.0
2026-01-23,Austria,Referral,Tablet,Earrings,36,44,23,4,2,0,0.0,0.0
2026-01-24,Switzerland,Organic Search,Desktop,Necklaces,294,392,253,37,27,13,1419.32,0.0
2026-01-24,Switzerland,Organic Search,Mobile,Earrings,436,589,312,59,43,18,1417.66,0.0
2026-01-24,Germany,Organic Search,Tablet,Bracelets,93,128,75,12,8,4,340.81,0.0
2026-01-24,Switzerland,Paid Search,Desktop,Bracelets,258,337,195,32,21,10,917.71,199.92
2026-01-24,Switzerland,Paid Search,Mobile,Watches,430,573,356,29,20,10,2019.95,482.45
2026-01-24,Austria,Paid Search,Tablet,Necklaces,134,166,88,9,4,1,83.64,97.6
2026-01-24,Austria,Email,Desktop,Bracelets,136,165,104,19,8,3,298.41,6.75
2026-01-24,Switzerland,Email,Mobile,Earrings,217,286,225,32,18,8,575.22,15.31
2026-01-24,Austria,Email,Tablet,Earrings,42,49,38,7,4,2,146.6,3.24
2026-01-24,Germany,Social Media,Desktop,Watches,350,392,239,34,21,7,1345.41,162.47
2026-01-24,Austria,Social Media,Mobile,Watches,326,420,329,50,22,9,1747.46,180.29
2026-01-24,Germany,Social Media,Tablet,Necklaces,71,98,76,11,6,2,224.48,42.41
2026-01-24,Germany,Direct,Desktop,Watches,191,225,169,18,9,4,796.05,0.0
2026-01-24,Austria,Direct,Mobile,Rings,255,345,164,35,20,9,1651.4,0.0
2026-01-24,Switzerland,Direct,Tablet,Watches,60,67,51,10,5,2,435.27,0.0
2026-01-24,Germany,Referral,Desktop,Earrings,71,96,60,8,5,1,80.58,0.0
2026-01-24,Austria,Referral,Mobile,Watches,126,155,86,6,3,1,214.84,0.0
2026-01-24,Austria,Referral,Tablet,Earrings,39,53,28,3,2,0,0.0,0.0
2026-01-25,Germany,Organic Search,Desktop,Rings,320,367,201,21,10,4,705.46,0.0
2026-01-25,Austria,Organic Search,Mobile,Rings,403,492,368,39,26,13,1896.57,0.0
2026-01-25,Switzerland,Organic Search,Tablet,Rings,163,196,124,15,8,3,474.93,0.0
2026-01-25,Austria,Paid Search,Desktop,Watches,284,379,199,23,16,6,1288.76,276.74
2026-01-25,Austria,Paid Search,Mobile,Necklaces,335,429,295,48,29,14,1586.4,254.1
2026-01-25,Germany,Paid Search,Tablet,Earrings,130,155,96,17,12,5,374.88,80.98
2026-01-25,Switzerland,Email,Desktop,Necklaces,87,110,73,9,6,2,182.35,6.51
2026-01-25,Germany,Email,Mobile,Bracelets,124,162,109,12,7,4,350.99,7.62
2026-01-25,Austria,Email,Tablet,Earrings,56,66,44,9,5,2,124.05,1.57
2026-01-25,Austria,Social Media,Desktop,Bracelets,225,276,126,17,11,3,230.61,116.55
2026-01-25,Switzerland,Social Media,Mobile,Watches,281,365,244,24,16,5,1267.73,128.79
2026-01-25,Switzerland,Social Media,Tablet,Bracelets,114,129,82,8,5,1,85.83,58.97
2026-01-25,Germany,Direct,Desktop,Watches,138,170,130,19,9,4,874.96,0.0
2026-01-25,Austria,Direct,Mobile,Bracelets,247,319,143,27,19,9,652.48,0.0
2026-01-25,Switzerland,Direct,Tablet,Necklaces,87,121,72,8,4,1,94.44,0.0
2026-01-25,Switzerland,Referral,Desktop,Watches,75,94,50,9,5,2,386.2,0.0
2026-01-25,Germany,Referral,Mobile,Earrings,135,153,112,19,10,4,256.42,0.0
2026-01-25,Germany,Referral,Tablet,Earrings,76,101,55,9,5,2,128.2,0.0
2026-01-26,Germany,Organic Search,Desktop,Necklaces,312,431,340,40,19,9,753.74,0.0
2026-01-26,Germany,Organic Search,Mobile,Rings,485,600,341,42,28,15,2317.41,0.0
2026-01-26,Switzerland,Organic Search,Tablet,Rings,148,203,124,13,9,4,762.31,0.0
2026-01-26,Austria,Paid Search,Desktop,Rings,263,344,247,35,23,9,1486.65,323.72
2026-01-26,Austria,Paid Search,Mobile,Watches,338,381,192,34,22,10,2240.55,228.37
2026-01-26,Germany,Paid Search,Tablet,Rings,160,183,137,15,7,3,436.12,107.61
2026-01-26,Switzerland,Email,Desktop,Necklaces,126,141,92,16,10,5,429.97,3.59
2026-01-26,Germany,Email,Mobile,Bracelets,187,240,189,35,16,8,766.37,6.61
2026-01-26,Germany,Email,Tablet,Watches,36,44,25,5,3,1,242.78,1.54
2026-01-26,Austria,Social Media,Desktop,Bracelets,250,310,186,22,14,5,412.97,139.81
2026-01-26,Switzerland,Social Media,Mobile,Watches,355,406,205,31,18,7,1553.75,189.64
2026-01-26,Switzerland,Social Media,Tablet,Watches,55,70,36,2,1,0,0.0,29.65
2026-01-26,Switzerland,Direct,Desktop,Rings,189,225,161,16,8,4,565.56,0.0
2026-01-26,Switzerland,Direct,Mobile,Necklaces,204,279,207,20,14,6,504.2,0.0
2026-01-26,Germany,Direct,Tablet,Rings,50,62,41,6,2,0,0.0,0.0
2026-01-26,Austria,Referral,Desktop,Bracelets,67,81,62,12,7,3,283.11,0.0
2026-01-26,Germany,Referral,Mobile,Necklaces,129,177,117,18,12,5,563.45,0.0
2026-01-26,Switzerland,Referral,Tablet,Necklaces,14,20,10,1,0,0,0.0,0.0
2026-01-27,Switzerland,Organic Search,Desktop,Necklaces,303,363,208,29,18,9,891.33,0.0
2026-01-27,Austria,Organic Search,Mobile,Bracelets,416,533,269,59,34,16,1627.94,0.0
2026-01-27,Austria,Organic Search,Tablet,Bracelets,139,167,123,15,7,3,299.41,0.0
2026-01-27,Austria,Paid Search,Desktop,Bracelets,230,294,178,38,17,7,509.14,152.16
2026-01-27,Germany,Paid Search,Mobile,Bracelets,417,550,308,57,41,20,1776.01,502.13
2026-01-27,Switzerland,Paid Search,Tablet,Necklaces,95,130,79,8,4,2,178.54,78.02
2026-01-27,Switzerland,Email,Desktop,Rings,83,98,68,12,6,3,508.0,3.73
2026-01-27,Germany,Email,Mobile,Earrings,234,271,158,29,21,11,905.2,7.38
2026-01-27,Switzerland,Email,Tablet,Bracelets,55,62,41,6,2,1,89.06,2.46
2026-01-27,Austria,Social Media,Desktop,Bracelets,152,201,94,17,9,3,261.8,52.7
2026-01-27,Germany,Social Media,Mobile,Bracelets,295,379,233,42,25,9,766.58,166.08
2026-01-27,Austria,Social Media,Tablet,Necklaces,68,85,44,5,3,1,88.81,23.67
2026-01-27,Germany,Direct,Desktop,Rings,132,180,123,17,9,4,716.41,0.0
2026-01-27,Austria,Direct,Mobile,Necklaces,333,371,246,53,30,14,1223.45,0.0
2026-01-27,Germany,Direct,Tablet,Rings,84,115,81,9,5,2,310.45,0.0
2026-01-27,Switzerland,Referral,Desktop,Bracelets,119,154,94,11,7,2,189.15,0.0
2026-01-27,Austria,Referral,Mobile,Watches,69,93,64,5,3,1,200.11,0.0
2026-01-27,Switzerland,Referral,Tablet,Earrings,36,48,33,3,1,0,0.0,0.0
2026-01-28,Germany,Organic Search,Desktop,Bracelets,357,408,186,37,23,10,1013.04,0.0
2026-01-28,Germany,Organic Search,Mobile,Bracelets,426,483,299,48,22,9,898.28,0.0
2026-01-28,Switzerland,Organic Search,Tablet,Watches,172,223,138,25,11,5,1025.94,0.0
2026-01-28,Austria,Paid Search,Desktop,Bracelets,263,343,161,18,10,5,502.43,193.04
2026-01-28,Austria,Paid Search,Mobile,Earrings,360,490,286,61,38,18,1177.0,257.92
2026-01-28,Switzerland,Paid Search,Tablet,Necklaces,83,95,53,8,4,1,109.43,57.43
2026-01-28,Switzerland,Email,Desktop,Watches,177,223,171,32,20,11,2114.44,11.59
2026-01-28,Switzerland,Email,Mobile,Earrings,132,179,100,20,13,7,468.52,11.59
2026-01-28,Germany,Email,Tablet,Bracelets,75,88,42,4,2,1,89.12,2.98
2026-01-28,Austria,Social Media,Desktop,Earrings,196,258,118,10,6,2,153.89,82.14
2026-01-28,Germany,Social Media,Mobile,Necklaces,267,355,163,30,13,4,421.73,193.71
2026-01-28,Germany,Social Media,Tablet,Earrings,77,106,82,17,12,4,324.98,35.85
2026-01-28,Austria,Direct,Desktop,Bracelets,140,165,97,20,12,6,453.01,0.0
2026-01-28,Switzerland,Direct,Mobile,Bracelets,225,259,120,26,15,7,586.43,0.0
2026-01-28,Switzerland,Direct,Tablet,Bracelets,84,106,80,15,8,3,298.77,0.0
2026-01-28,Switzerland,Referral,Desktop,Necklaces,82,102,50,9,5,2,213.29,0.0
2026-01-28,Switzerland,Referral,Mobile,Rings,90,116,53,7,5,2,300.01,0.0
2026-01-28,Switzerland,Referral,Tablet,Watches,25,31,21,2,1,0,0.0,0.0
2026-01-29,Germany,Organic Search,Desktop,Bracelets,268,331,258,34,19,9,883.54,0.0
2026-01-29,Germany,Organic Search,Mobile,Watches,424,566,283,53,24,11,2587.61,0.0
2026-01-29,Germany,Organic Search,Tablet,Bracelets,157,218,156,12,7,3,295.53,0.0
2026-01-29,Switzerland,Paid Search,Desktop,Necklaces,205,271,184,26,15,7,770.57,159.63
2026-01-29,Germany,Paid Search,Mobile,Bracelets,282,388,194,33,15,7,567.9,353.15
2026-01-29,Austria,Paid Search,Tablet,Bracelets,75,102,81,8,4,1,95.67,54.95
2026-01-29,Germany,Email,Desktop,Bracelets,116,161,115,14,10,6,445.09,7.77
2026-01-29,Switzerland,Email,Mobile,Rings,161,191,104,15,9,5,710.6,12.18
2026-01-29,Austria,Email,Tablet,Watches,40,48,31,5,3,1,227.46,3.83
2026-01-29,Germany,Social Media,Desktop,Bracelets,236,267,177,26,17,6,475.04,76.76
2026-01-29,Switzerland,Social Media,Mobile,Rings,318,382,187,37,25,10,1546.92,147.97
2026-01-29,Germany,Social Media,Tablet,Bracelets,79,105,70,12,6,2,177.22,48.7
2026-01-29,Germany,Direct,Desktop,Earrings,172,203,135,11,5,2,163.89,0.0
2026-01-29,Austria,Direct,Mobile,Earrings,225,270,167,28,20,10,787.08,0.0
2026-01-29,Austria,Direct,Tablet,Watches,76,94,60,10,6,2,497.13,0.0
2026-01-29,Austria,Referral,Desktop,Necklaces,74,102,51,10,5,2,199.47,0.0
2026-01-29,Austria,Referral,Mobile,Earrings,134,156,87,17,11,4,323.95,0.0
2026-01-29,Austria,Referral,Tablet,Necklaces,46,58,45,4,2,0,0.0,0.0
2026-01-30,Germany,Organic Search,Desktop,Watches,328,372,187,23,13,6,1188.2,0.0
2026-01-30,Switzerland,Organic Search,Mobile,Earrings,521,601,467,81,39,20,1539.7,0.0
2026-01-30,Switzerland,Organic Search,Tablet,Bracelets,139,191,142,28,15,8,760.35,0.0
2026-01-30,Austria,Paid Search,Desktop,Watches,304,392,255,31,22,9,1874.72,238.95
2026-01-30,Switzerland,Paid Search,Mobile,Watches,377,504,246,52,32,13,2980.92,295.11
2026-01-30,Switzerland,Paid Search,Tablet,Earrings,103,120,78,8,4,2,121.49,55.74
2026-01-30,Germany,Email,Desktop,Bracelets,161,219,128,22,15,8,662.64,8.75
2026-01-30,Switzerland,Email,Mobile,Bracelets,228,269,184,28,20,12,914.05,18.5
2026-01-30,Switzerland,Email,Tablet,Watches,28,34,23,3,1,0,0.0,1.48
2026-01-30,Germany,Social Media,Desktop,Earrings,281,318,179,35,19,7,435.86,113.56
2026-01-30,Austria,Social Media,Mobile,Rings,349,424,266,36,23,8,1443.01,159.9
2026-01-30,Austria,Social Media,Tablet,Watches,125,152,81,9,4,1,203.03,66.39
2026-01-30,Switzerland,Direct,Desktop,Earrings,220,256,163,18,11,5,311.5,0.0
2026-01-30,Switzerland,Direct,Mobile,Bracelets,247,308,198,38,19,11,830.34,0.0
2026-01-30,Austria,Direct,Tablet,Necklaces,81,101,68,6,4,2,205.45,0.0
2026-01-30,Switzerland,Referral,Desktop,Watches,73,90,52,8,4,1,230.91,0.0
2026-01-30,Austria,Referral,Mobile,Earrings,114,144,114,14,6,2,160.53,0.0
2026-01-30,Germany,Referral,Tablet,Rings,92,127,97,20,9,3,552.69,0.0
2026-01-31,Switzerland,Organic Search,Desktop,Earrings,347,439,246,32,18,8,503.26,0.0
2026-01-31,Switzerland,Organic Search,Mobile,Necklaces,518,657,508,100,49,27,2190.67,0.0
2026-01-31,Switzerland,Organic Search,Tablet,Earrings,180,224,135,29,13,6,488.36,0.0
2026-01-31,Switzerland,Paid Search,Desktop,Earrings,313,378,226,23,13,6,409.23,205.21
2026-01-31,Germany,Paid Search,Mobile,Rings,475,558,390,45,32,15,2517.25,447.76
2026-01-31,Switzerland,Paid Search,Tablet,Earrings,120,146,114,10,6,2,144.33,103.91
2026-01-31,Germany,Email,Desktop,Bracelets,186,219,172,15,9,5,369.1,8.89
2026-01-31,Switzerland,Email,Mobile,Watches,224,279,175,25,16,8,1599.19,17.22
2026-01-31,Germany,Email,Tablet,Bracelets,59,72,33,4,2,0,0.0,3.53
2026-01-31,Switzerland,Social Media,Desktop,Rings,205,254,189,22,10,3,532.56,102.47
2026-01-31,Germany,Social Media,Mobile,Rings,335,427,218,41,21,7,1086.4,90.19
2026-01-31,Germany,Social Media,Tablet,Necklaces,57,69,50,9,6,2,205.43,30.95
2026-01-31,Switzerland,Direct,Desktop,Earrings,204,262,176,32,15,7,468.18,0.0
2026-01-31,Austria,Direct,Mobile,Necklaces,356,400,309,34,22,11,1082.26,0.0
2026-01-31,Austria,Direct,Tablet,Watches,140,176,120,25,16,7,1824.38,0.0
2026-01-31,Switzerland,Referral,Desktop,Bracelets,107,130,88,10,5,2,167.77,0.0
2026-01-31,Germany,Referral,Mobile,Rings,142,172,89,11,7,2,347.35,0.0
2026-01-31,Germany,Referral,Tablet,Watches,14,20,9,0,0,0,0.0,0.0
2026-02-01,Germany,Organic Search,Desktop,Rings,305,369,281,31,19,8,1471.69,0.0
2026-02-01,Austria,Organic Search,Mobile,Necklaces,406,516,370,63,43,19,1694.29,0.0
2026-02-01,Germany,Organic Search,Tablet,Watches,111,139,110,20,13,6,1196.83,0.0
2026-02-01,Germany,Paid Search,Desktop,Necklaces,240,312,147,19,14,6,572.39,217.11
2026-02-01,Switzerland,Paid Search,Mobile,Watches,350,433,216,40,20,9,1754.58,210.64
2026-02-01,Switzerland,Paid Search,Tablet,Rings,94,111,80,6,3,1,173.22,64.74
2026-02-01,Switzerland,Email,Desktop,Bracelets,104,145,101,18,10,5,394.84,6.24
2026-02-01,Switzerland,Email,Mobile,Earrings,221,255,157,25,18,9,547.67,20.35
2026-02-01,Germany,Email,Tablet,Bracelets,88,99,47,6,4,2,146.84,4.26
2026-02-01,Switzerland,Social Media,Desktop,Necklaces,226,293,171,16,10,3,256.21,73.67
2026-02-01,Switzerland,Social Media,Mobile,Rings,315,400,290,49,29,12,1656.89,80.3
2026-02-01,Germany,Social Media,Tablet,Necklaces,75,104,51,9,5,1,105.39,27.69
2026-02-01,Germany,Direct,Desktop,Rings,196,234,143,29,13,7,1019.52,0.0
2026-02-01,Switzerland,Direct,Mobile,Rings,268,304,224,20,12,6,854.36,0.0
2026-02-01,Switzerland,Direct,Tablet,Rings,78,91,54,10,7,3,571.94,0.0
2026-02-01,Austria,Referral,Desktop,Watches,68,84,47,10,5,1,191.87,0.0
2026-02-01,Germany,Referral,Mobile,Bracelets,145,172,110,15,10,3,250.32,0.0
2026-02-01,Austria,Referral,Tablet,Watches,50,70,43,3,1,0,0.0,0.0
2026-02-02,Austria,Organic Search,Desktop,Bracelets,308,369,233,32,23,11,853.66,0.0
2026-02-02,Switzerland,Organic Search,Mobile,Necklaces,416,502,241,47,25,11,958.44,0.0
2026-02-02,Germany,Organic Search,Tablet,Watches,170,195,155,23,13,6,1146.52,0.0
2026-02-02,Austria,Paid Search,Desktop,Rings,272,316,217,46,27,11,1893.23,187.24
2026-02-02,Germany,Paid Search,Mobile,Rings,395,449,273,25,11,5,815.82,228.11
2026-02-02,Germany,Paid Search,Tablet,Necklaces,147,174,114,14,7,3,319.95,106.67
2026-02-02,Germany,Email,Desktop,Necklaces,123,164,124,11,6,2,175.87,9.28
2026-02-02,Germany,Email,Mobile,Watches,205,260,129,23,14,8,1574.36,16.0
2026-02-02,Switzerland,Email,Tablet,Bracelets,47,59,35,6,3,1,99.19,3.23
2026-02-02,Switzerland,Social Media,Desktop,Earrings,249,286,137,27,16,6,480.04,81.02
2026-02-02,Austria,Social Media,Mobile,Rings,237,311,187,20,14,5,796.98,61.07
2026-02-02,Germany,Social Media,Tablet,Earrings,115,136,85,11,6,2,143.27,28.66
2026-02-02,Switzerland,Direct,Desktop,Necklaces,154,203,116,13,9,4,416.54,0.0
2026-02-02,Austria,Direct,Mobile,Necklaces,227,266,121,17,11,6,642.08,0.0
2026-02-02,Switzerland,Direct,Tablet,Earrings,32,45,30,4,2,1,77.95,0.0
2026-02-02,Switzerland,Referral,Desktop,Rings,60,68,43,8,5,1,164.83,0.0
2026-02-02,Germany,Referral,Mobile,Bracelets,112,142,87,7,3,1,93.35,0.0
2026-02-02,Germany,Referral,Tablet,Necklaces,37,50,28,4,2,0,0.0,0.0
2026-02-03,Austria,Organic Search,Desktop,Bracelets,279,345,206,18,10,4,387.72,0.0
2026-02-03,Austria,Organic Search,Mobile,Necklaces,501,592,406,62,33,16,1766.49,0.0
